Plot_ID,species,Phenophase,year,Month,DOY,cover,lat,long,jan,feb,mar,april,may,june,july,aug,sept,oct,nov,dec,winter,spring,summer,fall,MAT,MAT_av,MAP_av,MSP_av
0605-5842,Gaultheria shallon,Fruit,2002,8,234,20,47.73175697,-121.3154789,1.741935484,2.732142857,2.983870968,7.633333333,15.43333333,10.19166667,18.20967742,17.49193548,14.30833333,9.040322581,5.36875,2.75,2.408026114,8.683512544,15.29775986,9.572468637,8.990441788,7.1,2554,423
0605-5844,Gaultheria shallon,Fruit,2002,8,235,2,47.73181095,-121.3167042,1.741935484,2.732142857,2.983870968,7.633333333,15.43333333,10.19166667,18.20967742,17.49193548,14.30833333,9.040322581,5.36875,2.75,2.408026114,8.683512544,15.29775986,9.572468637,8.990441788,7.1,2552,423
0605-7494,Gaultheria shallon,Fruit,2002,9,248,90,48.26300402,-121.2779736,-0.258064516,0.5625,0.709677419,5.741666667,13.625,8.241666667,16.35483871,16.27419355,12.69166667,7.532258065,4.225,0.630952381,0.311795955,6.692114695,13.62356631,8.149641578,7.194279634,6.2,2635,473
0605-6516,Gaultheria shallon,Fruit,2002,9,255,1,48.91423339,-121.8508663,1.701612903,2.455357143,2.193548387,7.258333333,9.516666667,14.69166667,16.88709677,16.83870968,13.475,8.435483871,6.275,2.738095238,2.298355095,6.322849462,16.13915771,9.39516129,8.538880889,6.2,2045,422
0605-263073,Gaultheria shallon,Fruit,2002,9,263,15,48.7356304,-121.6180082,-1.233870968,-0.375,-0.435483871,4.383333333,11.78333333,6.3,14.94354839,14.96774194,11.09166667,5.637096774,4.29375,0.047619048,-0.520417307,5.243727597,12.07043011,7.007504481,5.950311221,7.6,2558,461
0605-6469,Gaultheria shallon,Fruit,2002,9,269,1,47.02503015,-121.5315206,-2.362903226,-1.223214286,-1.137096774,3.108333333,10.38333333,4.991666667,14.18548387,13.20967742,10.53333333,5.60483871,2.6,-1.642857143,-1.742991552,4.118189963,10.79560932,6.246057347,4.854216269,5,1436,241
0605-6473,Gaultheria shallon,Flower,2003,6,170,1,47.70731911,-121.4448966,3.89516129,3.160714286,4.967741935,7.358333333,15.38333333,10.6,17.95967742,17.24193548,14.85,10.30645161,2.325,1.464285714,2.840053763,9.236469533,15.2672043,9.16048387,9.126052867,6.8,2856,523
0609-1669,Gaultheria shallon,Fruit,2003,7,182,40,47.36406224,-123.2788064,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2386,319
0609-1666,Gaultheria shallon,Fruit,2003,7,182,5,47.36435018,-123.2788079,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2387,319
0609-1668,Gaultheria shallon,Fruit,2003,7,183,2,47.36447757,-123.2782259,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2385,318
0609-1670,Gaultheria shallon,Fruit,2003,7,183,2,47.36452863,-123.2794313,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2391,319
0609-1672,Gaultheria shallon,Flower,2003,7,184,1,47.36454294,-123.2734981,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2364,315
0609-1674,Gaultheria shallon,Fruit,2003,7,184,1,47.3637154,-123.2733747,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2358,315
0609-1673,Gaultheria shallon,Fruit,2003,7,184,15,47.36425629,-123.2729537,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2359,315
0609-2525,Gaultheria shallon,Fruit,2003,7,197,50,47.92783786,-122.9492366,6.459677419,4.982142857,7.153225806,8.475,11.13333333,15.68333333,17.87096774,17.32258065,15.59166667,11.62096774,4.5125,3.928571429,5.123463902,8.920519712,16.95896057,10.5750448,10.39449725,9.2,1351,281
0605-6273,Gaultheria shallon,Fruit,2003,7,210,3,48.89271843,-121.9067365,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7,1965,398
0605-7565,Gaultheria shallon,Fruit,2003,7,211,55,48.88656663,-121.9145098,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.3,1916,390
0605-7562,Gaultheria shallon,Fruit,2003,7,211,75,48.88554951,-121.9154048,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.4,1908,389
0605-7561,Gaultheria shallon,Fruit,2003,7,211,75,48.88569944,-121.9160427,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.4,1906,388
0605-7563,Gaultheria shallon,Fruit,2003,7,212,7,48.88609057,-121.9155432,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.4,1910,389
0605-7564,Gaultheria shallon,Fruit,2003,7,212,25,48.88646191,-121.9148531,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.3,1914,389
0605-7567,Gaultheria shallon,Fruit,2003,7,212,40,48.88709742,-121.913557,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.3,1922,391
0605-7569,Gaultheria shallon,Fruit,2003,8,213,80,48.88748776,-121.9129756,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.2,1926,391
0603-10001,Gaultheria shallon,Flower,2003,8,225,50,46.35784667,-121.6194563,0.733870968,-1.178571429,0.467741935,1.758333333,11.11666667,5.591666667,15.06451613,14.21774194,12.24166667,6.693548387,-1.83125,-2.94047619,-1.128392217,4.447580646,11.62464158,5.701321686,5.161287923,5.5,1650,275
0603-10011,Gaultheria shallon,Fruit,2003,8,228,60,46.39994409,-121.8217988,2.580645161,0.982142857,2.532258065,3.883333333,13.03333333,7.725,16.39516129,15.7016129,13.95,8.572580645,0.45,-0.678571429,0.96140553,6.482974909,13.27392473,7.657526882,7.093958013,7.2,2024,322
0603-10012,Gaultheria shallon,Fruit,2003,8,229,25,46.40925433,-121.8239793,2.580645161,0.982142857,2.532258065,3.883333333,13.03333333,7.725,16.39516129,15.7016129,13.95,8.572580645,0.45,-0.678571429,0.96140553,6.482974909,13.27392473,7.657526882,7.093958013,7.4,1965,314
0603-10013,Gaultheria shallon,Fruit,2003,8,229,50,46.38581855,-121.8100338,2.580645161,0.982142857,2.532258065,3.883333333,13.03333333,7.725,16.39516129,15.7016129,13.95,8.572580645,0.45,-0.678571429,0.96140553,6.482974909,13.27392473,7.657526882,7.093958013,6.7,2099,332
0603-10017,Gaultheria shallon,Fruit,2003,8,231,70,46.50170423,-121.5787137,2.10483871,0.821428571,2.588709677,4.116666667,13.21666667,7.716666667,16.62903226,15.87096774,13.85,8.556451613,0.1,-0.964285714,0.653993856,6.640681005,13.40555556,7.502150538,7.050595238,5.7,1775,286
0609-1661,Gaultheria shallon,Fruit,2003,8,238,2,47.35981188,-123.2801215,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2370,317
0609-1662,Gaultheria shallon,Fruit,2003,8,238,4,47.35981334,-123.2795256,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2367,317
0609-1400,Gaultheria shallon,Fruit,2003,8,238,10,47.38268256,-123.3222532,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,9.5,2739,366
0609-1677,Gaultheria shallon,Fruit,2003,8,238,20,47.42298523,-123.2990051,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,9.2,2779,371
0609-1664,Gaultheria shallon,Fruit,2003,8,239,1,47.35990464,-123.2789831,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2364,317
0609-1663,Gaultheria shallon,Fruit,2003,8,239,10,47.36019116,-123.2795673,5.951612903,4.151785714,6.306451613,7.325,10.425,15.25833333,17.41935484,16.71774194,15.01666667,10.97580645,4.0125,2.869047619,4.324148745,8.018817204,16.46514337,10.00165771,9.702441757,10.1,2369,317
0603-10025,Gaultheria shallon,Fruit,2003,9,245,70,46.61376271,-121.7444523,4.419354839,3.732142857,5.596774194,7.391666667,16.15,10.80833333,18.75,18.27419355,16.39166667,11.26612903,3.11875,1.952380952,3.367959549,9.71281362,15.94417563,10.25884857,9.820949341,7.7,1843,329
0603-10029,Gaultheria shallon,Fruit,2003,9,247,85,46.63777505,-121.6331135,1.596774194,-0.169642857,1.362903226,2.866666667,12.125,6.55,15.75806452,15.00806452,13.025,7.588709677,-0.9625,-1.904761905,-0.159210189,5.451523298,12.43870968,6.550403226,6.070356504,8.5,1609,256
0603-10033,Gaultheria shallon,Fruit,2003,9,247,95,46.63769983,-121.6313385,1.596774194,-0.169642857,1.362903226,2.866666667,12.125,6.55,15.75806452,15.00806452,13.025,7.588709677,-0.9625,-1.904761905,-0.159210189,5.451523298,12.43870968,6.550403226,6.070356504,8.5,1607,255
0603-10030,Gaultheria shallon,Fruit,2003,9,247,95,46.63170863,-121.6106391,1.596774194,-0.169642857,1.362903226,2.866666667,12.125,6.55,15.75806452,15.00806452,13.025,7.588709677,-0.9625,-1.904761905,-0.159210189,5.451523298,12.43870968,6.550403226,6.070356504,8.1,1655,258
0603-10032,Gaultheria shallon,Fruit,2003,9,248,5,46.72234707,-121.8326081,3.379032258,1.392857143,2.443548387,4.066666667,13,7.858333333,16.35483871,15.73387097,13.95,8.814516129,0.525,-0.30952381,1.487455197,6.503405018,13.315681,7.763172043,7.267428316,6.7,2015,385
0605-7568,Gaultheria shallon,Fruit,2003,9,267,25,48.88727434,-121.9132394,4.887096774,3.883928571,5.048387097,7.641666667,10.79166667,15.425,17.91935484,17.62903226,15.28333333,10.75806452,3,2.107142857,3.626056067,7.827240145,16.99112903,9.68046595,9.531222799,7.3,1924,391
